pid,helpful,score,text,category
B000PYGAKU,3/4,5.0,"This watch is an exceptional value as far as dive watches go. My father has a similar model he purchased in the late 1970's that is still 100% functional to this day. This is a testimate to the quality and longevity of Seiko dive watches. Purchased here on Amazon.com for one hundred and twenty six dollars.Case: Beautiful and solid feel. It weighs enough to feel solid without feeling like an anchor on your wrist. With three complications the case is not too thick and doesn't stand off your wrist, this keeps it from looking bulky.Illumination: Very bright and clear. Not as bright as tritium but still very easily readable at night.Band: The band is very nice looking with all stainless steel construction but the links are folded. This keeps the watch light and more comfortable for everyday wear. The downside is that if you move your wrist quickly it will at times make some sound and the folded links tend to grab your arm hair more so than solid links. Seiko brand solid stainless steel link bands for this watch are available online for as little as forty dollars. A possible upgrade that will bring the feel of the watch band up to that of TAG and Omega dive watches.Accuracy: I've tested the watch against an atomic clock and it lost about 8 seconds a day. This is exceptional accuracy for an automatic watch.Movement: After a full day of wear the watch continues to operate unattended for about another day. Keep in mind that this is a self winding watch and that you'll likely have to reset the time/date if you don't wear it every day. Resetting the watch is quick and simple using the single dial on the side.In my opinion there isn't a better dive watch to be had at this price. From past experience with Seiko I know that this watch will serve me without fail for years or decades to come. 330ft of water resistance is more than enough for most divers or those partaking in watersports.Since purchasing this watch I've had nothing but compliments on its looks. It's styling is very similar to that of the Rolex Submariner and I'm able to wear it during activities and in places that might give me pause if I were wearing my Submariner. If you need links taken out check on Seiko's website for dealers in your area. Don't try it at home unless you have specialized tools and experience in link removal. Kohls is a certified Seiko dealer and removed my links for free.",watch
B000LZJFCS,0/0,4.0,"To me, the watch felt cheap, but it was a gift my daughter asked for. She loves it, and it looks great on her wrist.",watch
B0002291U6,0/0,4.0,"I ordered both this and the all stainless steel version. I am very pleased with both. I admit, I purchased the watches after seeing the movie ""Stranger Than Fiction"". Of course, the watch does not have all of the features that are in the movie but both watches are heavy, good quality & great looking. I just re-ordered the ""black"" watch after a quad accident this past weekend that deeply scratched the crystal and bezel. The watch is still working great but will now be used only for backpacking, quad riding and other outdoor activities where looks don't matter.",watch
B000GB1RBY,1/1,4.0,"The watch seems to work well with the exception of the volume of the ringer alert. I have had many of this model and with this one, I most often do not hear the alarm or alert ringer.",watch
B0007X9F74,1/1,5.0,"I love the low profile of the housing and the contrast of the blue dial. I just replaced my original with the exact same model because I wasn't careful and I beat the heck out of it. Considering the abuse it received, it lasted a lot longer than I would have expected. It's not designed to be dropped and stepped on, though, and that's what finally killed it. I'll be more careful with my new one.",watch
B000GB0G0C,2/3,5.0,"I noticed when I received the watch that the year was 1990...hmmm...So, I tried to reset the watch only to find that 1990 was the latest the date would go. So, just for curiousity, I set the data to October 25, 1985 and the time to 1:15 AM and ZING!!! I was off and found myself mysteriously standing in the middle of an ""outdated"" mall. What's that in the distance? Gunfire? I ducked down in the middle of the lot only to find myself being barrelled down upon by a DeLorean??? REALLY? A DeLorean?It must have been going somewhere in the neighborhood of 88 MPH when all of the sudden two streaks of fire surrounded me and I was hit in the head by a license plate. Whoa!!!...I jumped behind the bushes and heard the guys shouting and shooting...but at what? There was nothing there...My next thought was to get out of there, so I hit the adjust button on my watch, tapped MODE a few times and reset the date to ...Oh...No...I could only get back to 1990.So, here I sit, broken-hearted...logged on to Compuserve on the dial-up in my mom and dad's basement. Glad the other ""me"" was at summercamp this week and I can play the part of a distant cousin. If I can ever get home, my kids will never believe this...wait....I don't have kids yet..or do I? Where the hell am I? Was that 2090 that was the default? Is that my dad or me? Ho-ly...",watch
B000IK0COQ,15/16,4.0,"This was purchased as a gift. After receiving it, it was a battle to let it go and not keep it myself. It has a very minimalist design but with quality construction. The leather on the top has a lizard texture but with a rich feel. The only negative is that there is no metal hinge but only two strips of fabric that prevent the lid from falling back. I don't know how this will hold up to active use and a metal hinge assembly would have been a much better design choice. But other than that it was well worth the price and highly recommended. Four stars only for the lack of a hinge assembly.",watch
B000GDA146,5/5,4.0,"This watch is an excellent dress watch, yet not too dressy to go nicely with a pair of jeans.The clasp is easily opened with one hand, yet secure.I was concerned that the darkness of the face of the watch would make the dark gold hands of the watch hard to see, but I haven't had any trouble.",watch
B000EQU0NW,0/0,4.0,"This is a great looking dress watch and I have looked at many before picking this one. It is light weight, keeps great time and the price was right as well. I would recommend this watch to anyone.",watch
B000AYW0KO,0/0,5.0,Leave your expensive watch at home. Nice watch to wear when you travel. Especially enjoyed the Indigo back lighting at night or in a theater.,watch
B000AQVSA0,0/0,5.0,Owned this same watch for about 5 years. The band broke and a new one was only a dollar more than a replacement watch band! Excellent watch.,watch
B0000TIKHQ,4/7,5.0,This watch runs and looks good. Wear it all the time. Received it on time. Pricing was excellent. Would use this seller again. Very reliable.,watch
B000PD64XE,0/0,4.0,Thanks a lot I like this watch and it's as I saw itBulova Women's 96R56 Diamond Accented Mother of Pearl Watchit's one of the most unice item not easy to forget it,watch
B000I6N3E6,4/4,5.0,"I've been thinking of getting a new watch for about a year and had been looking all over 'til I settled for this one.I've always loved all watches from Bulova but never had the chance of getting one for myself and I got this one as a birthday present for myself when I turned 21.The watch is simply amazing, the weight is just right and the right size, not bulky but not small either.The gold details give it a special, elegant touch.Have been getting a lot of compliments on it, all my friends love it.It's not a Omega but It just feels as 007 as if it was.To sum up, absolutely satisfied.",watch
B000GAWSDG,17/21,5.0,The Guardian UK has been reviewing some leaked Guantanamo documents and one of them is a guide for interrogators; letting them know the things a terrorist will have on his person. One of them is this watch because it's given to Al Queda trainees to make bombs and detonators.Fly with this watch and enjoy a stop at Gitmo!,watch
B00074KYC8,0/0,5.0,This watch is a great buy and well worth the price. It will be a classic when they stop making it.,watch
B000EQS1JW,0/0,5.0,"I've had this watch for over a year now and I have to say I love it. The band is holding up fine and there are no scratches on the face. The watch is super accurate and I love that you don't have to worry about the batteries dying. I bought this watch because of the solar charging and because I liked the utilitarian, minimalist face. It tells the time and date and that is all I want from a watch. All the watches with stop watch functions, sundials, chrono-function that I have no idea is about...too much for me.",watch
B000BRY6IE,13/15,1.0,I've been through three of these watches. The band is poorly design and they have an unusually small pin connection to the watch. The cheap plastic on the watch breaks at the connection. I love this watch but seem to have designed it to fall apart so you have to keep buying new ones. It's junk.,watch
B000NUVMK4,0/0,5.0,"This is a beautiful case. I'm not sure if the covering is leather, but it certainly looks like it. The inside has a suede look. The lower drawer will hold about 6 pocket watches depending upon the sizes. It's about 6 3/4"" x 8 1/4 x 4"" high and looks great anywhere. Perfect for display and also for keeping your watches away from dust. The Amazon price was a bargain, less than half of the suggested retail price.",watch
B000GAWSCM,8/8,5.0,"This watch is easier to use than the previous version!I owned the previous version for 7-8 years until it broke. I hesitated to buy this (based on the previous review), until I looked at the instruction manual via Amazon, which made me realize it's easier to use than the older one!They figured out the problems with the old one (buttons too small, too many button pushes to get to each mode), and fixed them.It still isn't perfect: letter entry means cycling through the number and the 3 letters per button to get to the one you want (4 choices, up from the 3 you had before, because to make the buttons bigger they reduced the number of buttons and fit more on each); you have to learn a fair amount from the manual to use it; case and watch, tho better, are still the standard, (not impressive looking) brushed steel look you get at this price.I disagree with the previous reviewers complaints: each mode is easier to get to, and they're ready to use when you get there (no extra pushes: you do have to wait a couple seconds for the display to change, but you can start entry right away, and the display catches up).You can't enter as many alarms on specific days (limit 5) as before, but I never entered more than that anyway - this really isn't a replacement for a PDA, it's an addition that I use for the most critical information and reminders.All in all, about the best you can do with this amount of space, I'd say. I'd ask for a better case and band, and the ability to sync or communicate with a computer.",watch
B000BK4RDK,3/3,5.0,"Semi-large Chronograph, yet comfortable on the wrist. Solid band links add to the weight, but adds to the durability factor. The anti-reflective coating on the crystal makes reading the time in bright sunlight easier on the eyes. The Chronograph fuctions are crisp and precise. Overall the Speedy is a beautiful solid built like a tank timepiece that will last for decades. Most of the display pictures of this wonderful timekeeper does not justify its overall fit and finish. I have always been a fan of Omega Watches, and the Speedmaster regardless of model is a fine example of excellent craftmanship, and Swiss quality. I would pay retail for this watch if other buying options were unavailable.",watch
B000EX8N3E,0/0,5.0,"I love this watch. I bought this in 2006 but it works beautifully. Last year though, there were a couple of times when the illuminator did not work for some time but then it started again. But, even so, I love this watch. I would recommend it to anyone. Excellent value for money!",watch
B000IHRUYY,0/0,5.0,"This watch is not dainty but still feminine and dressy. I love the bracelet for this watch, I have not seen one like it before.",watch
B0007OER0S,14/15,5.0,"This, simply put, is a wonderful watch.I say that because this watch is useful both at work and at home. At work, I'm a flight surgeon. I spend both in the office working as a physician and in military aircraft as a rated aviator, and find this watch works well in both environments. In the office, it is lightweight (thanks to the Titanium), professional appearing, and quite functional thanks to easy to read hour/minute/second hands and being water resistant (no worries about ruining the watch because of hand washing). On board aircraft, I have glow-in-the-dark hands and a steady reference to Zulu (UTC) time, as well as having a wiz wheel to show that I have some idea about what is going on (although with modern cockpits, it's somewhat redundant -- and, worth noting, hard to read the dial in low light conditions). At home, the UTC time is helpful for pursuing my hobby of astronomy, as most references to astronomical events are listed in UTC time.The watch is somewhat initially confusing, but once you review the instruction manual or included CD, it is one of the easiest to operate watches I've owned.One other item worth noting is that it is somewhat more grey in color than the photo on Amazon.com appears.Overall, a great value!",watch
B000H6APZM,0/0,4.0,"I had this watch for 3 years, until the strap broke, so I bought it again. It has three alarms, which is very useful if you have multiple engagements in a day that you don't want to miss. The timer and the stopwatch are also really useful.",watch
B000EREX34,0/0,5.0,I have used this watch wrench on two occassions and it works as advertised. Very easy to use and very sturdy made. Highly recommed to others.,watch
B000EQRYPO,14/15,5.0,"I just got this watch, and it's hard to take my eyes off it. I looked at the Calibre 8700 with the blue dial and stainless strap (which a Citizen rep told me is one of their most popular models) but really found the white dial and silver accents, very striking in this model. And I like how the band sets off the face.I really looked at every Citizen watch on their website, and kept coming back to this one!! The watch is very nice in person, the dial has some detail to it, so it catches the light especially with the silver accents.As mentioned in other reviews, there are four basic modes that you can switch to:1. Time2. Calendar3. Local Time (i.e. time zone #2)4. Alarmsince it's not a digital watch (and we don't want it to be since it looks great as an analog!) the hands have to show you all the stuff. So if the Time is set to 3p and you are traveling and are in Singapore where it's 3a, then when you switch the modes, it's going to spin the hands around for 12 hours to show you. This is not good if you want to check and see what time it is 'back home' but is great if you travel, and don't want to keep resetting your watch. When you get back home, just change the dial back to Time and you're back in business.There are three dials on the watch, in addition to the main hour/min hands, one is a 24 hour dial, with an 'hour' hand that points to the corresponding time in 24 hour mode. Basically this will help you distinguish AM and PM times on the dial, and is important when using the local time (i.e. time zone #2) and alarm modes to keep AM and PM straight.Next there is the mode dial that points to TME, CAL, LTM, or ALM to let you know what mode you are in (time, calendar, local time, alarm). And lastly there is a dial that points to the day of the week, can let you know if the alarm is set or not, and can also let you know if this is a leap year, or how many years it's been since a leap year ;)The watch also has a day of the month indicator at the 4 o'clock position, and this is a perpetual calendar, so regardless of 30, 31, or 29 days in the month, it will always be right!As mentioned earlier, the watch has an energy saving feature which, when in the dark for about 30 minutes and not getting enough light to charge the watch, will stop the second hand at 0(12) to save energy. When light hits the dial, it will move the second hand rapidly to where it should be :)I will add that yes, this is a cool watch with lots of cool features, and you might have to do a bit of reading to figure them all out if you want to use them, but basically Citizen tries to make that as easy as possible. They give a detailed instruction book, they give interactive lessons on a free CD that comes with the watch, and you can go on their website and they will visually demonstrate the features to you too! What more can you ask for?",watch
B000B55AEA,4/8,2.0,"If you have a small wrist, this watch is too bulky, 35mm case size. Timex should make a case size around 30-33mm for men with small wrists. The leather band is too thick and my sleaves bunch up over it.",watch
B00024CBDS,5/5,5.0,"I typically wear tool watches, nice big ones. But I needed a dress watch that will fit under my shirt cuffs. Skagen makes some of the slimmest watches I have ever seen so I thought I'd give them a go.I was surprised by how inexpensive Skagen watches are. I found this one at Costco for $29.99. A steal for a this steel watch if you ask me.This watch is very thin at 6.5 mm, and feels nice on the wrist. It feels more like a bracelet than a watch given how even the weighting is. The picture understates how attractive this watch is on the wrist. That said this watch probably won't get you notices (which is what I wanted). It is a nice clean design and the small size does not draw attention to it. This is probably the counter to some of the more ridiculous Invecta watches I have seen.It has a mineral crystal, and nice Moya quartz moment (Japanese). The case back is press-on and the crown does not pull out, simply turns. The watch is rated at 3 ATM, which is enough to allow you to wash your hands. This is not a watch to wear in the water, but I already have a nice TAWATEC divers watch. The manual is rather clear on how you should interpret the water resistance ratings, and what type of activities you should think of pursing with the rating your watch has.I was also thrown by how to adjust the bracelet size. Instructions would have been helpful, and saved me 10 minutes of head scratching. Once you understand that you have to push the pins out in the direction indicated on the back of the bracelet, it is a straight forward process to re-size it.Bottom line I'm very happy with this watch, especially at the price. If you are buying this watch as a gift, remember to take the price-tag off. They will think you spend significantly more on the gift than you did.",watch
B000GGTWOI,3/3,1.0,"I bought this product in May and it stopped working well in July. Since it was past Amazon's return policy, they wouldn't help. Princeton Enterprises, which was the actual seller, said it was too late for their return and I should contact Swiss Army. I then did and was told I should send it to an authorized dealer, which I did, and they told me that it would cost $130 to repair the faulty movements (for a watch that cost $142!). I was also told that Amazon isn't an authorized dealer and thus my Swiss Army warranty doesn't apply. So in the future, I'd stay away from this watch seller and wouldn't buy any product from Amazon if it meant my product warranty would become null and void. A lesson all around. (PS After many calls, Amazon did ofter some promotion to defray the cost but it ain't enough).",watch
B000G1YWHK,0/0,1.0,"Purchased in 4/22/2011, it is totally stop working, anyone know about warrantee,how can I get help. Paid nearly 200 dollars,late over 2 minutes daily, now it is no longer works.",watch
B000EQU15O,0/1,5.0,"I have been after a dive watch for years. After going back and forth, I decided it was time to pull the trigger. So I went all in, and got this bad boy. First off my wrist is 9 inches around so watches are hard to get. But I knew that amazon being awesome they would accept it back if it was too small. Well it has to be at least 10 inches from side to side. It is a HUGE watch. As for the quality, it is a citizen so I know it will be fine.",watch
B000ETYF30,3/3,5.0,"My mother love this watch, but a little bit small for her arm. That is a really small watch, but wonderful.",watch
B000NDKTLE,0/0,4.0,"the watch is beautiful, but the coating on the wooden parts starts to wear off after a few months. Other than that, perfect watch",watch
B0006SIVGG,4/4,4.0,"First of all I'm not 13, just really lazy to get an account.My parents just got this for me as a very early graduation present, and out of the box it is just marvelous. It really attracts attention because of it's blue dials contrasting with the white inner dial. It is a heavy watch but that makes it feel all the more manly.I do have a complaint though and it's not the watch it's the manual-it doesn't really a beginner how to use the flight computation methods. So i had to go online and look them up, not to big of a hassle but dissapointing considering the price; that is why it only gets 4 stars.All around a great watch-and at this price just a steal.",watch
B000JINOXS,4/4,5.0,Perfect watch. Easy to read the time. Perfect size for the larger wrist. Easy on and off. It stretches and has clasp. Great value!,watch
B000BK35IS,6/6,5.0,"I bought my watch of this type 10 years ago. I have very thin wrists, and the mid-size is just right. Keeps great time, looks good with suits (10 years ago) and sports jackets/slacks in office today. Several new batteries over the years, but no other maintenance. It was a good investment 10 years ago, and I'd paid about $1000 for it then.",watch
B000JQLSTC,1/1,1.0,"This watch is not the cool orange colour shown, but more of a reflective bronze copper colour on the bezel. Shame because it looks really sporty in the photo, but not when it actually arrives. My main problem is also the size of this watch. For a sports watch it is HUGE - the dial itself is almost as large as my wrists, and I am 6 feet - quite a big lad. It works as a watch, and comes in a nice carry case, but to go out with - it will NOT fit under my shirt sleeve it's so big.",watch
B000H6AQ0Q,1/1,5.0,"Oh Bl**dy H***. It's pink. I thought it was red. My second watch of this model. Very, very good watch. If the price is considdered as well it's an excellent watch.",watch
B000FQ0WBG,12/12,5.0,"I've had this watch before. After 5 years, in the ocean nearly everyday, it finally gave out. I thought I wouldn't find it again. This color and style. I love it because it's comfortable to wear when surfing and/or paddling. I am a hairstylist and it looks great even at work when I am shampooing client, etc. My eyes aren't as sharp as when I was younger, so the digital numbers make it super easy to see. A very good practical and fashionable watch. RECOMMENDED HIGHLY!!",watch
B000GAYQUO,1/1,5.0,"purchased 2 of them, one for my wife. Still using them in the pool and easy to set etc.",watch
B000GAWS9U,0/0,3.0,"The first watch I received, I had to return because the pin snapped and broke the bottom of the ""plastic"" face, while trying to have the band adjusted. The only advantage I see to ordering this watch through Amazon is that you save a few bucks buying it from Wal-Mart, who has the same watches, just in different shapes and face colors.",watch
B000JQJS6M,0/0,4.0,"My last Invicta SS 21 jewel Miyota diver automatic lasted 9 years of abuse in a power plant. It was banged on, pulled at and bent, yet always worked fine with absolutely no maintenance, except for the jeweler straightening out the band. This year the date adjust stopped working and it couldn't keep time, so I bought this beautiful gold plated two tone diver, for half the price of my last Invicta.Visually all the markings are the same, and the fit and finish look terrific. Much better looking than the photo. And it appears that this new Invicta will run longer without wearing it.Have no experience with the gold plating toughness... but what the heck, for the price of a Rolex overhaul I could just buy another Invicta!",watch
B000HX5E3S,0/0,5.0,"This is a stylish leather watch case, perfect to hold a small collection. It has nice sleek lines and a pretty glass cover - my husband loved it! It is well made and reasonably priced.",watch
B000AYW0LI,0/0,4.0,"Accurate timing, good looking, date function working well, back light good and very useful. Altogether I feel good value for my money.",watch
B000I7DT6M,5/5,4.0,I bought this watch for my wife and she loves it. It has a very professional look to it.,watch
B0000TIJOA,0/0,5.0,"i bought this watch because i was happy with my previous ironman watch that lasted five years until the battery went. i have a much more expensive, dressier watch that i will wear when i want to dress to impress but for everyday use, the ironman goes great with my khaki's at work or with my jeans on the weekends. i can go about my business and not worry about getting my watch scraped or scratched if i bump into things or worry about losing it when i take it off when i go to work out.",watch
B000EI858M,5/6,5.0,"Everything about this purchase and this watch has been beyond my expectations. Not only does this watch look and perform very well, the price was fantastic. I received immediate follow ups when I purchased and when it shipped. It was packaged very well and I'm actually going to purchase another watch as a gift for someone from this same Amazon vendor.",watch
B000B0MYV2,1/1,5.0,"My husband got me this watch for my birthday and I've had it for over a year and a half now. It is great. I haven't had to replace the battery yet and have had no scratching. It's subtle and classy looking with pretty details. The hands glow brightly in the dark and are easy to read, with my only complaint about that being that it would be useful to have a different glowing marker at the 12:00 position so you could see which way is ""up"" in the dark (all the glowing hour marks are round dots with no differentiation). There is a black cab on the knob, which is also a pretty detail. Yes, the diamonds are small, but the key to this watch is that it's subtly elegant, not bling. Buy it for the overall effect, not because you want to blind people with your wrist accessories. I wasn't disappointed in the pink either, as I think a darker shade would have been too dark for me. It easily goes from casual to dressy, and the metal link band is of course a plus; no leather to wear through.Definitely love this watch and plan on wearing it for as long as it lasts.",watch
B000GB1R8M,3/3,5.0,"I got this watch as a Christmas gift from my parents in 1995, when I was 13 years old boy. I was using them daily for 5 years and I did not care about them that time at all, they had to stand really hard times. Then I bought another watch when I was 18. Since that time it still is my watch for hard work, swimming and other activities till now and they are still working perfectly on their second battery and second strap. Yesterday I decided to buy another DW-290 because my old one became too much valuable for me for daily beating (the only thing I own since I was a boy and which is still working, the only thing I own for 17 years from new condition and is still usable when I am thinking about it..and I got them from my parents as a boy) But I still want to use this exactly the same type of watch so I bought another one. I have many Casio watches cause I collect them and if someone ask me which one is the best then my answer is Casio DW-290.It is better watch than G-shock, because G-shocks have bezels which are falling into pieces with time and you often can not buy new bezel already..and DW-290 will survive everything what G-shock would survive, believe me. I am now 30 years old and I think this watch is the watch of my life.",watch
B000GAYQKO,2/2,4.0,PRO: jewelers screwdriver and a pair of needle nose plies allows the band to be adjusted smaller. Needed a watch to wear for daughters wedding and liked the looks and price.CON: Even wearing for dress the crystal is convex and the plastic scratches easily.,watch
B000B545AA,1/1,5.0,"I have had this watch for several years and cannot live without it. Still have not replaced the battery. For those of you who have this watch, here are two things you should know:1 If it won't connect properly, take a tissue and clean the contacts on the watch. They get slightly corroded. Says you might need a new battery, but you don't.2. To put the data on another computer, go to ""My computer"", drive C, ""program files"", Timex, now copy ""Data"" and ""DB"" files to usb device. After installing datalink disk on your other computer, write these files into the same location (overwrite the originals) by clicking on Timex (don't double click, just highlight), and ""copy"" from your usb device. If you have downloaded other applications, you might want to try also copying ""App"" but you may not be permitted to do this.",watch
B0000TIIPA,7/7,1.0,"This was really a disappoinment because I love the look of this watch, and it seems so well-made. The first one started running sporadically after about a month and a half, then, it died. I'd had the battery tested, and it was fine. Amazon told me it was too late to return it but that I should contact Timex. That was two months ago and I still haven't heard back. I liked the watch so much that I decided to try another one, and the second only worked a couple of days before doing the same thing. Well, that one did go back to Amazon in time. If I thought I'd have any better luck, I'd try for one more because it really is a pretty piece.",watch
B000B5OD4I,0/0,4.0,"Classic design, comparatively accurate (mine is gaining about 5-10 seconds a day, depending on storage position) and a thrifty choice. Much to my chagrin, I get a lot more compliments from strangers on this watch (who presume I spent an order of magnitude more) than any of my far pricier watches. Originally, I bought this as a daily beater to alternate out with my solar atomic G-Shock but it quickly replaced it as my primary casual wear watch.One star off because the jubilee band that comes with it feels pretty cheap band with hollow links. I personally dislike the jubilee style anyway, as I find it too gaudy, so I planned on replacing it with a NATO strap from the outset, which looks quite sharp with the Seiko.In conclusion, while you won't be impressing anyone who turns their nose up at anything less than a Patek, the SKX007 offers good looks and functionality at a screaming deal - just don't expect the factory bracelet to be Tiffany.",watch
B000AYYJ6W,0/0,5.0,The product was much better than the picture. I love it. The delivery was fast. Thank you!,watch
B00065FWR0,0/0,5.0,"First off, like other reviewers have mentioned this is NOT a large watch. It is about 1 3/8 inches horizontally across from the tip of the crown to the other edge of the case. If you need a huge watch to prove your manliness, keep searching. If you want a watch that has an accurate Japanese quartz movement, a watch that weighs only 19 grams that you will forget you are wearing, is super low profile (which helps keep it from catching on things or scratching it), fits under a sleeve with ease, will not slide down your arm when you lift your hand over your head, has GREAT contrast and can be easily seen in dim light, is water/ rain resistant so long as not submerged in water, and a 2-3 year battery life all for under ten bucks shipped to your house, then this is it.The entire length of the watch is 9 inches, but the effective length from the last hole to clasp is about 8 inches. If you have a huge wrist this watch may not look good nor fit you well. The stainless steel case back can be pried off from the 12 o'clock position (from the back), and the battery CAN be replaced. Out of curiosity I did pop the case and the watch has a Japanese Miyota movement inside (which is apparently made by Citizen watch company), and has a Japanese Sony 626sw battery that appears you must loosen a very small flat head screw and slide a little metal arm out of the way to remove the battery. When doing this be careful not to touch or remove the rubber seal around the outer edge or you may lose the water resistant ability if it comes out of its groove. When you push the case back on it goes it pops in place nicely and rather snug.The watch does not tick loudly, and I like the look of it which is very classic. No one will mistake it for a high dollar watch but people may notice it easily for its super white dial and clean look. I have a medium to smaller sized wrist and I like the look of it on me. After having worn it a couple weeks now I honestly think my other more expensive watches are starting to look excessively large and gaudy when I wear them. Having a plastic case and relatively thin resin strap it most likely will NOT be able to withstand the abuse that a G-Shock will, but if cared for will always reliably tell you the time even down to the second.",watch
B000OUX2HO,5/7,3.0,"I bought this watch for my mother as a Mother's Day gift, but it arrived too late so I kept it for her birthday in August. She loved it when she unwrapped it, and was excited to wear it. Although the second hand revolved, the watch did not keep time. It was too late to send back to Amazon, so I called Customer Service and was advised to send the watch back to them for repair or replacement. I sent them the watch, but there hasn't been a confirmation of receipt. It seems that they could have sent me a letter or made a phone call to assure me of the status of the watch. I am still waiting, and will report back when I know something.Follow-up: The watch was returned within 2 weeks, and now works perfectly. It was a perfect Mother's day gift, except that it is a bit thicker on my mother's wrist than I realized it would be. She is fairly fine boned, and should probably have something more delicate. Also, she doesn't wear a watch every day, so the self-wind takes a while to start up when she puts it on.",watch
B000E3VJ3K,1/1,5.0,"This watch looks sophisticated and classy at anything from a football game with jeans on to a formal affair. It has an excellent seal design around the adjustment knob to keep water out. It is subtly upper class, not a 'holier than thou' piece like a gold Rolex, but enough so that respectable people who appreciate watches will take positive note of it. Very accurate, usually in the 2-5 sec a day variance range.",watch
B00068TJM6,7/15,2.0,Wore the watch three times and the crystal is already scratched. I had a Tissot with a saphire crystal for four years with not one scratch on the lens. I'm angry I wasted $250 on this watch.,watch
B0000TIISW,0/0,5.0,I was looking for a good watch with a dial and a backlight. Watches with hands that glow in the dark after being exposed to the light are super common but Timex seems to be the only company that makes watches with backlit dials. The watch looks good and is reasonably sized (not too big).Bought it as a gift for someone else but after looking it over i'll probably get one for myself.,watch
B000GAYQKY,1/1,5.0,Overall this is a simple durable watch. When i received it in the mail it was in perfect condition without issues. It took me 10 minutes to sync my watch with no issues or complaints. Granted i have not yet tested the alarm im confident it functions properly. I wear this watch to work and it serves its purpose so i would highly recommended this to anyone wanting a simple casual watch.,watch
B000026D6I,20/20,5.0,"I read every single comment posted here before buying my Jukebox today. Most everything I saw people complaining about has been resolved with 2.56 firmware, and PlayCenter 2.1. The only thing not addressed was the battery life, which is hard to fix with software. You can now scan through songs by holding the skip button. Songs can be put in track order, and the data transfer rate jumped from 500k to over 3m.I love this device, and don't know how I lived with my Rio 500 (even with an extra 64 meg card) for so long. I still plan to use my Rio 500 because it is so much more portable, but this is great for my hour and a half commute to work, and while I'm at work (I'm a programmer, I just sit at a desk all day, so it doesn't have to be that portable).I haven't filled up the 6 gigs yet, but I see this as my only complaint, I really think 6 gigs is not enough. I have over 20 gigs in my personal collection right now, so there is NO WAY I'm going to be able to &quot;Take my whole CD collection with me&quot; as everyone says, but I can take a big chunk of it with me. I looked at some of the other devices (some which go up to 81gigs), but none of them had nearly the same feature set that the Nomad does. Plus I know and trust Creative. I knew with all the people complaining about not being able to scan tracks that it wouldn't take long for a firmware upgrade to come out to fix that, and by time I looked on their website it was already there!Price is not an issue. The Remote Solution 6 gig is still(much more), and it doesn't look anywhere as cool as this beauty. And it's lacking IR, and Line In recording. It has a better battery life but I wan't too worried about the batteries, since I'll usually be plugged in.I know it's missing some battery life, but since I don't care about that, I'm giving this the full five stars.",watch
B000AQTAG4,3/3,5.0,"very accurate time, not a second lapse with time displayed on TV and in computer. Set and adjust time by itself! How miraculous!",watch
B0000C9ZDD,1/1,5.0,"I love this watch!! It is so sharp and elegant. The slim design is great, as is the price! You will not be disappointed.",watch
B000GAWSBS,0/0,5.0,"I am very active and I break the band from watches plastic body when I fall off of mtn. etc. Even the oldest one, fifteen years old still runs but the band can't be attached. Take it off the wrist when doing extreme things. I now clip mine on my belt when doing stupid and dangerous things. I must be a slow learner to finally figure that out on my sixth watch. I wonder how long before i figure out I shouldn't be doing stupid and dangerous things.",watch
B000FVALOE,2/2,4.0,"very nice looking watch. mine seems to be fairly accurate for an inexpensive mechanical movement, gains about 15 seconds a day, and it's still fairly new, so it will probably improve. much more accurate than my other auto watch, which has no winding option. this runs for a few days after about 15 hand-winds. so you won't need a watch winder. the quartz alarm version, with the sapphire crystal and 5-row individual link band is a little nicer. this one has a mineral crystal, but it seems like a quality item.",watch
B000GB0G0C,2/2,5.0,"I have enjoyed the watch completely. I carry all my important dates and phone numbers in the database. I use it to calculate tips in restaurants, time my steaks on the barbeque and remind me when I need to take my pills. If it worked as my cell phone it would pretty much cover my needs for electronics on the move.",watch
B0002CP7L8,0/0,3.0,This is such a nice watch but it stopped working a month after I gave as a gift. My boyfriend still hasn't taken it in and I just hope it's the battery. Probably wont buy from them again because it was embarrassing for out to have broken so quickly. Luckily he is understanding,watch
B000E48PF4,3/4,5.0,I bought this for my husband and it's amazing. He loves it and it looks beautiful on him. Has all the features he wants and you can't go wrong with a Tag.,watch
B000BSHSJW,0/0,5.0,"Perfect for everyday use and for formal occasions too. Love the style. Just perfect not too small nor too big. Shipping was great, came right on time when I needed it. Love it, love it...",watch
B0000TIIUK,0/0,5.0,"Broke the pin on my last one after 10 years, had to get another one. Best durable watch I have",watch
B000KZXP4I,3/4,1.0,"Th watch looks fine, but beware the DIAL wide and is much above the average size. The picture shown here is not representative of the dial size. If you are looking for a women's watch with a huge dial then go for this. If not I wouldn't. I returned mine back to GUESS.",watch
B0009WXSV2,4/4,5.0,"I already had three watches, but bought this because of the low price. It works great and looks nicer than some that I paid a lot more for.",watch
B0007GHCT4,0/0,5.0,"I purchased this watch for my wife for Christmas this year. In true man fashion I bought the oposite thing she wanted as this one has a stretchy band and she wanted a clip style band. With that being said, I made a great mistake because she is in love with this watch. It's what we've come to expect from Timex as far as quality goes and the shipper was quick and reasonable. I'd recommend this watch to any lady.",watch
